Date,Close
2/12/2015 16:00,47.88
2/13/2015 16:00,48.39
2/17/2015 16:00,48.01
2/18/2015 16:00,49.31
2/19/2015 16:00,49.78
2/20/2015 16:00,51.02
2/23/2015 16:00,51.31
2/24/2015 16:00,51.52
2/25/2015 16:00,49.73
2/26/2015 16:00,49.35
2/27/2015 16:00,47.9
3/2/2015 16:00,48.31
3/3/2015 16:00,48.77
3/4/2015 16:00,48.95
3/5/2015 16:00,48.4
3/6/2015 16:00,48
3/9/2015 16:00,47.92
3/10/2015 16:00,46.74
3/11/2015 16:00,47.39
3/12/2015 16:00,48.68
3/13/2015 16:00,49.22
3/16/2015 16:00,50.22
3/17/2015 16:00,53.69
3/18/2015 16:00,54.13
3/19/2015 16:00,55.19
3/20/2015 16:00,55.76
3/23/2015 16:00,54.4
3/24/2015 16:00,53.93
3/25/2015 16:00,52.01
3/26/2015 16:00,51.27
3/27/2015 16:00,52.66
3/30/2015 16:00,53.64
3/31/2015 16:00,52.78
4/1/2015 16:00,50.44
4/2/2015 16:00,49.18
4/6/2015 16:00,48.08
4/7/2015 16:00,47.5
4/8/2015 16:00,48.74
4/9/2015 16:00,47.84
4/10/2015 16:00,47.73
4/13/2015 16:00,47.79
4/14/2015 16:00,47.42
4/15/2015 16:00,47.75
4/16/2015 16:00,48.24
4/17/2015 16:00,48.19
4/20/2015 16:00,49.76
4/21/2015 16:00,51.36
4/22/2015 16:00,51.4
4/23/2015 16:00,51.45
4/24/2015 16:00,52.71
4/27/2015 16:00,51.87
4/28/2015 16:00,51.19
4/29/2015 16:00,48.88
4/30/2015 16:00,48.29
5/1/2015 16:00,49.39
5/4/2015 16:00,48.95
5/5/2015 16:00,47.01
5/6/2015 16:00,47.05
5/7/2015 16:00,49.06
5/8/2015 16:00,49.04
5/11/2015 16:00,49.65
5/12/2015 16:00,48.85
5/13/2015 16:00,48.49
5/14/2015 16:00,48.82
5/15/2015 16:00,48.67
5/18/2015 16:00,49
5/19/2015 16:00,47.85
5/20/2015 16:00,43.06
5/21/2015 16:00,42.47
5/22/2015 16:00,42.61
5/26/2015 16:00,41.56
5/27/2015 16:00,42.24
5/28/2015 16:00,41.97
5/29/2015 16:00,42.37
6/1/2015 16:00,44.18
6/2/2015 16:00,43.78
6/3/2015 16:00,43.13
6/4/2015 16:00,42.17
6/5/2015 16:00,41.72
6/8/2015 16:00,39.86
6/9/2015 16:00,40.33
6/10/2015 16:00,40.43
6/11/2015 16:00,40.02
6/12/2015 16:00,40.71
6/15/2015 16:00,40.07
6/16/2015 16:00,39.48
6/17/2015 16:00,39.88
6/18/2015 16:00,39.98
6/19/2015 16:00,41.56
6/22/2015 16:00,43.03
6/23/2015 16:00,42.73
6/24/2015 16:00,42.24
6/25/2015 16:00,42.24
6/26/2015 16:00,41.44
6/29/2015 16:00,39.75
6/30/2015 16:00,39.94
7/1/2015 16:00,38.8
7/2/2015 16:00,39.03
7/6/2015 16:00,39.73
7/7/2015 16:00,40.67
7/8/2015 16:00,39.31
7/9/2015 16:00,39.67
