Date,Close
2/12/2015 16:00,43.5
2/13/2015 16:00,43.3
2/17/2015 16:00,42.59
2/18/2015 16:00,43.55
2/19/2015 16:00,43.76
2/20/2015 16:00,44.78
2/23/2015 16:00,44.69
2/24/2015 16:00,45.35
2/25/2015 16:00,44.12
2/26/2015 16:00,44.08
2/27/2015 16:00,43.24
3/2/2015 16:00,44.22
3/3/2015 16:00,43.96
3/4/2015 16:00,44.01
3/5/2015 16:00,44.1
3/6/2015 16:00,43.3
3/9/2015 16:00,43.4
3/10/2015 16:00,42.94
3/11/2015 16:00,43.84
3/12/2015 16:00,44.97
3/13/2015 16:00,44.51
3/16/2015 16:00,45.5
3/17/2015 16:00,46.21
3/18/2015 16:00,45.74
3/19/2015 16:00,46.35
3/20/2015 16:00,46.36
3/23/2015 16:00,45.44
3/24/2015 16:00,44.92
3/25/2015 16:00,43.72
3/26/2015 16:00,43.18
3/27/2015 16:00,44.24
3/30/2015 16:00,44.58
3/31/2015 16:00,44.3
4/1/2015 16:00,43.45
4/2/2015 16:00,42.86
4/6/2015 16:00,41.09
4/7/2015 16:00,41.34
4/8/2015 16:00,42.85
4/9/2015 16:00,42.82
4/10/2015 16:00,42.82
4/13/2015 16:00,42.76
4/14/2015 16:00,42.5
4/15/2015 16:00,41.87
4/16/2015 16:00,42.25
4/17/2015 16:00,41.79
4/20/2015 16:00,42.57
4/21/2015 16:00,43.03
4/22/2015 16:00,42.85
4/23/2015 16:00,43.26
4/24/2015 16:00,43.49
4/27/2015 16:00,42.29
4/28/2015 16:00,41.89
4/29/2015 16:00,40.95
4/30/2015 16:00,40.56
5/1/2015 16:00,42.6
5/4/2015 16:00,41.83
5/5/2015 16:00,40.53
5/6/2015 16:00,40.88
5/7/2015 16:00,42.1
5/8/2015 16:00,43.23
5/11/2015 16:00,43.02
5/12/2015 16:00,42.25
5/13/2015 16:00,41.27
5/14/2015 16:00,42.12
5/15/2015 16:00,41.89
5/18/2015 16:00,42.14
5/19/2015 16:00,40.91
5/20/2015 16:00,37.19
5/21/2015 16:00,37.23
5/22/2015 16:00,36.86
5/26/2015 16:00,36
5/27/2015 16:00,36.99
5/28/2015 16:00,36.81
5/29/2015 16:00,37.05
6/1/2015 16:00,37.85
6/2/2015 16:00,37.82
6/3/2015 16:00,37.72
6/4/2015 16:00,37.32
6/5/2015 16:00,37.17
6/8/2015 16:00,36.11
6/9/2015 16:00,34.59
6/10/2015 16:00,34.45
6/11/2015 16:00,34.7
6/12/2015 16:00,35
6/15/2015 16:00,34.19
6/16/2015 16:00,33.91
6/17/2015 16:00,33.84
6/18/2015 16:00,33.86
6/19/2015 16:00,34.22
6/22/2015 16:00,34.79
6/23/2015 16:00,34.58
6/24/2015 16:00,34.35
6/25/2015 16:00,34.49
6/26/2015 16:00,34.32
6/29/2015 16:00,33.18
6/30/2015 16:00,33.09
7/1/2015 16:00,32.62
7/2/2015 16:00,32.51
7/6/2015 16:00,33.03
7/7/2015 16:00,33.41
7/8/2015 16:00,32.36
7/9/2015 16:00,32.52
7/10/2015 16:00,33.83
7/13/2015 16:00,33.93
7/14/2015 16:00,33.86
7/15/2015 16:00,33.92
7/16/2015 16:00,34.57
7/17/2015 16:00,34.76
7/20/2015 16:00,34.31
7/21/2015 16:00,34.71
7/22/2015 16:00,35.12
7/23/2015 16:00,36.48
7/24/2015 16:00,35
7/27/2015 16:00,35.09
7/28/2015 16:00,36.06
7/29/2015 16:00,35.52
7/30/2015 16:00,36.31
7/31/2015 16:00,36.2
8/3/2015 16:00,37.53
8/4/2015 16:00,37.93
8/5/2015 16:00,37.89
8/6/2015 16:00,37.81
8/7/2015 16:00,37.58
8/10/2015 16:00,37.79
8/11/2015 16:00,38.36
8/12/2015 16:00,38.68
8/13/2015 16:00,38.97
8/14/2015 16:00,39.36
8/17/2015 16:00,40.45
8/18/2015 16:00,40.19
8/19/2015 16:00,40.45
8/20/2015 16:00,39.06
8/21/2015 16:00,37.91
8/24/2015 16:00,37.21
8/25/2015 16:00,36.52
8/26/2015 16:00,37.39
8/27/2015 16:00,37.31
8/28/2015 16:00,37.1
8/31/2015 16:00,36.7
9/1/2015 16:00,36.36
9/2/2015 16:00,37.72
9/3/2015 16:00,37.43
9/4/2015 16:00,37.23
9/8/2015 16:00,38.11
9/9/2015 16:00,38.3
9/10/2015 16:00,38.36
9/11/2015 16:00,38.54
9/14/2015 16:00,38.87
9/15/2015 16:00,38.9
9/16/2015 16:00,39.14
9/17/2015 16:00,39.49
9/18/2015 16:00,39.47
9/21/2015 16:00,39.38
9/22/2015 16:00,38.24
9/23/2015 16:00,38.58
9/24/2015 16:00,38.17
9/25/2015 16:00,38.09
9/28/2015 16:00,37.45
9/29/2015 16:00,37.68
9/30/2015 16:00,38.04
10/1/2015 16:00,38.41
10/2/2015 16:00,38.38
10/5/2015 16:00,39.3
10/6/2015 16:00,38
10/7/2015 16:00,38.71
10/8/2015 16:00,38.76
10/9/2015 16:00,39.94
10/12/2015 16:00,41.22
10/13/2015 16:00,40.82
10/14/2015 16:00,40.84
10/15/2015 16:00,41.24
10/16/2015 16:00,40.56
10/19/2015 16:00,41.41
10/20/2015 16:00,41.38
10/21/2015 16:00,41.04
10/22/2015 16:00,44.08
10/23/2015 16:00,45.23
10/26/2015 16:00,45.77
10/27/2015 16:00,45.47
10/28/2015 16:00,45.41
10/29/2015 16:00,45.82
10/30/2015 16:00,46.29
11/2/2015 16:00,46.74
11/3/2015 16:00,46.96
11/4/2015 16:00,46.64
11/5/2015 16:00,46.67
11/6/2015 16:00,46.85
11/9/2015 16:00,46.37
11/10/2015 16:00,46.46
11/11/2015 16:00,46.72
11/12/2015 16:00,46.69
11/13/2015 16:00,45.89
11/16/2015 16:00,45.74
11/17/2015 16:00,45.93
11/18/2015 16:00,46.31
11/19/2015 16:00,46.87
11/20/2015 16:00,47.32
11/23/2015 16:00,47.47
11/24/2015 16:00,46.23
11/25/2015 16:00,45.88
11/27/2015 16:00,45.82
11/30/2015 16:00,45.88
12/1/2015 16:00,47.04
12/2/2015 16:00,47.51
12/3/2015 16:00,47.29
12/4/2015 16:00,49.41
12/7/2015 16:00,49.58
12/8/2015 16:00,45.04
12/9/2015 16:00,44.5
12/10/2015 16:00,45.25
12/11/2015 16:00,43.42
12/14/2015 16:00,43.77
12/15/2015 16:00,44.22
12/16/2015 16:00,44.8
12/17/2015 16:00,43.51
12/18/2015 16:00,42.74
12/21/2015 16:00,43.37
12/22/2015 16:00,43.54
12/23/2015 16:00,43.44
12/24/2015 16:00,43.9
12/28/2015 16:00,43.82
12/29/2015 16:00,44.34
12/30/2015 16:00,43.35
12/31/2015 16:00,43.06
1/4/2016 16:00,41.96
1/5/2016 16:00,42.46
1/6/2016 16:00,42.85
1/7/2016 16:00,41.95
1/8/2016 16:00,42.21
1/11/2016 16:00,42.04
1/12/2016 16:00,42.68
1/13/2016 16:00,40.4
1/14/2016 16:00,40.47
1/15/2016 16:00,39.77
1/19/2016 16:00,39.6
1/20/2016 16:00,39.3
1/21/2016 16:00,39.5
1/22/2016 16:00,39
1/25/2016 16:00,38.2
1/26/2016 16:00,38.37
1/27/2016 16:00,37.29
1/28/2016 16:00,36.19
1/29/2016 16:00,37.62
2/1/2016 16:00,38.31
2/2/2016 16:00,36.47
2/3/2016 16:00,36.84
2/4/2016 16:00,37.55
2/5/2016 16:00,35.69
2/8/2016 16:00,34.72
2/9/2016 16:00,35.25
2/10/2016 16:00,35.54
2/11/2016 16:00,35.34
2/12/2016 16:00,36.24
2/16/2016 16:00,37.08
2/17/2016 16:00,38.51
2/18/2016 16:00,39
2/19/2016 16:00,39.31
2/22/2016 16:00,40.82
2/23/2016 16:00,41.08
2/24/2016 16:00,41.36
2/25/2016 16:00,42.59
2/26/2016 16:00,42.17
2/29/2016 16:00,41.95
3/1/2016 16:00,42.5
3/2/2016 16:00,41.94
3/3/2016 16:00,42.03
3/4/2016 16:00,41.5
3/7/2016 16:00,41.48
3/8/2016 16:00,41.59
3/9/2016 16:00,42.32
3/10/2016 16:00,42.26
3/11/2016 16:00,43.33
3/14/2016 16:00,43.82
3/15/2016 16:00,43.62
3/16/2016 16:00,44.15
3/17/2016 16:00,43.6
3/18/2016 16:00,44.5
3/21/2016 16:00,44.99
3/22/2016 16:00,44.61
3/23/2016 16:00,44.43
3/24/2016 16:00,44.06
3/28/2016 16:00,43.81
